GMT_0000_PAR,GMT_0300_PAR,GMT_0600_PAR,GMT_0900_PAR,GMT_1200_PAR,GMT_1500_PAR,GMT_1800_PAR,GMT_2100_PAR,DAPAR,PDVI,MPAR,APAR,PPDI,PAI,density_mean,density_lower,density_upper,date
9.71624755859375,40.47045135498047,18.970861434936523,0.6109735369682312,0.0,0.0,0.0,0.0,69.76853388547897,40470451.35498047,4.428830868668026,0.0,0.375,-0.9999999856668913,3661231.6666666665,3287830.4615635313,4034632.8717698017,2021-01-22
8.255998611450195,34.13071823120117,53.2843132019043,1.8430708646774292,0.0,0.0,0.0,0.0,97.5141009092331,53284313.2019043,5.7156935930252075,0.0,0.25,-0.999999989745073,2783510.0,2285498.607748425,3281521.392251575,2021-01-23
25.889188766479492,106.41179656982422,18.63459014892578,0.6740015745162964,0.0,0.0,0.0,0.0,151.6095770597458,106411796.56982422,11.748643888367546,0.0,0.25,-0.9999999934041107,2215915.0,2102198.9549219664,2329631.0450780336,2021-01-24
17.556188583374023,71.4324951171875,58.92790985107422,2.2797751426696777,0.0,0.0,0.0,0.0,150.19636869430542,71432495.1171875,7.683635552724202,0.0,0.25,-0.9999999933420495,2445665.0,2209746.9291999587,2681583.0708000413,2021-01-25
9.548896789550781,38.5230827331543,19.16543197631836,0.7731368541717529,0.0,0.0,0.0,0.0,68.01054835319519,38523082.7331543,4.19443843099806,0.0,0.375,-0.9999999852963988,2474937.5,2001862.581688594,2948012.418311406,2021-01-26
42.70697021484375,171.63677978515625,134.14892578125,5.789127349853516,0.0,0.0,0.0,0.0,354.2818031311035,171636779.78515625,18.42751693725586,0.0,0.25,-0.9999999971773882,3256223.3333333335,2614934.082921977,3897512.58374469,2021-01-27
52.67737579345703,210.798583984375,179.9556427001953,8.316777229309082,0.0,0.0,0.0,0.0,451.7483797073364,210798583.984375,22.497978528340656,0.0,0.25,-0.9999999977863784,4013775.0,2972366.516484212,5055183.483515788,2021-01-28
95.49577331542969,294.9076232910156,246.63479614257812,15.183834075927734,0.0,0.0,0.0,0.0,652.2220268249512,294907623.2910156,31.080421023898655,0.0,0.375,-0.9999999984667798,5785748.333333333,5310304.775801302,6261191.890865364,2021-01-29
96.95153045654297,297.73583984375,253.87533569335938,16.94121551513672,0.0,0.0,0.0,0.0,665.5039215087891,297735839.84375,31.199402703179253,0.0,0.375,-0.9999999984973793,6182761.666666667,5464128.364094919,6901394.969238415,2021-01-30
22.75194549560547,88.28295135498047,86.51278686523438,4.346170425415039,0.0,0.0,0.0,0.0,201.89385414123535,88282951.35498047,9.326308992173937,0.0,0.25,-0.9999999950469023,6292968.333333333,4787586.4322445495,7798350.234422117,2021-01-31
6.629106521606445,25.48881721496582,20.60283851623535,1.0791188478469849,0.0,0.0,0.0,0.0,53.7998811006546,25488817.21496582,2.7121887074576483,0.0,0.25,-0.9999999814125987,7093688.333333333,4606945.63987691,9580431.026789756,2021-02-01
44.632118225097656,171.3774871826172,119.37189483642578,6.761822700500488,0.0,0.0,0.0,0.0,342.1433229446411,171377487.1826172,18.290629386901855,0.0,0.375,-0.9999999970772483,4749653.333333333,4396016.941414693,5103289.725251973,2021-02-02
73.76789855957031,263.67327880859375,219.6438446044922,13.380724906921387,0.0,0.0,0.0,0.0,570.4657468795776,263673278.80859375,27.810283766852486,0.0,0.375,-0.9999999982470463,5966705.0,4974628.019677602,6958781.980322398,2021-02-03
76.46369934082031,268.982666015625,218.47488403320312,13.655107498168945,0.0,0.0,0.0,0.0,577.5763568878174,268982666.015625,28.369728724161785,0.0,0.375,-0.9999999982686272,5774480.0,4794299.9798588455,6754660.0201411545,2021-02-04
15.525635719299316,57.9145622253418,121.62559509277344,7.717004299163818,0.0,0.0,0.0,0.0,202.78279733657837,121625595.09277344,12.656510088178846,0.0,0.25,-0.9999999950686153,5933431.666666667,5002981.037722224,6863882.29561111,2021-02-05
84.59766387939453,281.67877197265625,242.73312377929688,17.965246200561523,0.0,0.0,0.0,0.0,626.9748058319092,281678771.97265625,29.301502863566082,0.0,0.375,-0.9999999984050396,7373201.666666667,5898897.566354512,8847505.76697882,2021-02-06
81.9250259399414,277.58160400390625,169.39256286621094,11.507172584533691,0.0,0.0,0.0,0.0,540.4063653945923,277581604.00390625,29.56382571326362,0.0,0.375,-0.9999999981495407,6840578.333333333,4424133.372467244,9257023.294199422,2021-02-07
42.38538360595703,155.23724365234375,110.71916961669922,7.74429988861084,0.0,0.0,0.0,0.0,316.08609676361084,155237243.65234375,16.38810486263699,0.0,0.375,-0.999999996836305,6903171.666666667,5800617.778768955,8005725.554564379,2021-02-08
82.67742919921875,277.3437194824219,246.8011932373047,19.90958595275879,0.0,0.0,0.0,0.0,626.7319278717041,277343719.4824219,28.60379261440701,0.0,0.375,-0.9999999984044214,8297281.666666667,7996049.81732159,8598513.516011745,2021-02-09
